,'Stempel_innen_mitte', 'Stempel_aussen', 'Matrize_zarge_oben', 'Matrize_zarge_mitte','Matrize_zarge_unten', 'Werkstueck_boden', 'Werkstueck_zarge_unten' , 'Werkstueck_zarge_mitte', 'Werkstueck_zarge_oben'
158.63546752929688,111.36959075927734,111.01225280761717,123.14743041992188,125.5927505493164,363.6695251464844,363.6704711914063,363.50726318359375,362.6443176269531,363.8708801269531
158.93565368652344,111.4166793823242,111.04956817626952,123.22231292724608,125.76397705078124,362.9024658203125,362.90338134765625,362.79388427734375,361.9114074707031,363.1109924316406
159.22415161132812,111.46424865722656,111.0873336791992,123.29464721679688,125.93180084228516,362.13873291015625,362.1396484375,362.0832824707031,361.1813049316406,362.3542785644531
159.50164794921875,111.51229095458984,111.12554168701172,123.364501953125,126.09629821777344,361.3783264160156,361.3792114257813,361.37542724609375,360.4539184570313,361.60073852539057
159.76881408691406,111.56078338623045,111.16416931152344,123.43194580078124,126.25757598876952,360.6212158203125,360.62210083007807,360.67034912109375,359.7292175292969,360.8503723144531
160.02627563476562,111.6097183227539,111.20320129394533,123.49703216552734,126.41571807861328,359.867431640625,359.8683166503906,359.9679870605469,359.0071716308594,360.1031494140625
160.27456665039062,111.65907287597656,111.2426300048828,123.55982971191406,126.57080078125,359.116943359375,359.1177978515625,359.26837158203125,358.2877197265625,359.3590087890625
160.5142059326172,111.70883178710936,111.2824249267578,123.62037658691406,126.72290802001952,358.3697204589844,358.3705444335937,358.5714416503906,357.57086181640625,358.61798095703125
160.7455902099609,111.75897979736328,111.32259368896484,123.67874908447264,126.87210083007812,357.6257629394531,357.6265869140625,357.877197265625,356.8565979003906,357.8800048828125
160.96914672851562,111.8095016479492,111.36309814453124,123.73497772216795,127.01845550537108,356.8850402832031,356.8858642578125,357.1856384277344,356.1448669433594,357.14505004882807
161.18533325195312,111.86038970947264,111.40394592285156,123.78913116455078,127.16203308105467,356.1475830078125,356.1484069824219,356.4967041015625,355.43560791015625,356.4130859375
161.39462280273435,111.91162109375,111.44510650634764,123.8412399291992,127.30288696289062,355.413330078125,355.41412353515625,355.8103942871094,354.728759765625,355.68411254882807
161.59732055664062,111.96318817138672,111.48657989501952,123.89137268066406,127.44105529785156,354.6822814941406,354.6830749511719,355.12664794921875,354.02423095703125,354.95806884765625
161.79371643066406,112.01508331298828,111.5283432006836,123.93956756591795,127.57659912109376,353.9544372558594,353.9552307128906,354.4454345703125,353.3216552734375,354.2349853515625
161.9840545654297,112.06727600097656,111.57038116455078,123.9858627319336,127.70954895019533,353.2297668457031,353.2305603027344,353.76678466796875,352.6202697753906,353.5147705078125
162.16851806640625,112.11977386474608,111.61269378662108,124.03031921386717,127.8399429321289,352.5082702636719,352.509033203125,353.09063720703125,351.9166564941406,352.79739379882807
162.3472137451172,112.17255401611328,111.65526580810545,124.0729751586914,127.96781921386717,351.7434387207031,351.7444763183594,352.4168701171875,351.19451904296875,352.0827331542969
162.5199737548828,112.22560119628906,111.69807434082033,124.1138687133789,128.09320068359375,350.683349609375,350.684326171875,351.7454528808594,350.3840637207031,351.1354064941406
162.6864776611328,112.27891540527344,111.74111938476562,124.15303802490234,128.21615600585935,348.3797302246094,348.3810729980469,351.0752868652344,348.4840087890625,349.9607238769531
162.8466033935547,112.3324737548828,111.78438568115234,124.19053649902344,128.3367156982422,344.4538269042969,344.4541015625,350.36883544921875,345.4838562011719,345.75640869140625
163.0005645751953,112.38627624511717,111.82786560058592,124.22640228271484,128.45489501953125,340.8319091796875,340.83184814453125,348.9530944824219,341.9581604003906,341.9696655273437
163.14871215820312,112.4403076171875,111.8715362548828,124.26066589355467,128.57073974609375,337.3203125,337.3201599121094,345.93069458007807,338.3059387207031,338.329833984375
163.29139709472656,112.49455261230467,111.9154052734375,124.29335784912108,128.6842803955078,333.88006591796875,333.87991333007807,342.1874084472656,334.71337890625,334.78240966796875
163.428955078125,112.5490036010742,111.95944213867188,124.32450103759764,128.79556274414062,330.5028381347656,330.5027160644531,338.4105224609375,331.20343017578125,331.31497192382807
163.5616455078125,112.60364532470705,112.00365447998045,124.35411834716795,128.9046173095703,327.1863708496094,327.18621826171875,334.71942138671875,327.774658203125,327.9227905273437
163.68972778320312,112.65848541259764,112.0480270385742,124.38223266601562,129.011474609375,323.9296264648437,323.9295349121094,331.127197265625,324.4237365722656,324.6029663085937
163.81341552734375,112.71349334716795,112.09254455566406,124.40890502929688,129.1161956787109,320.7317810058594,320.7316589355469,327.6289978027344,321.1476745605469,321.3527526855469
163.93289184570312,112.76866149902344,112.13720703125,124.43419647216795,129.2187957763672,317.59197998046875,317.5918884277344,324.21844482421875,317.9439392089844,318.1696472167969
164.04835510253906,112.8239974975586,112.18199157714844,124.45816040039062,129.3193359375,314.5093994140625,314.50930786132807,320.8900146484375,314.8102722167969,315.0514221191406
164.1600341796875,112.87947082519533,112.2269058227539,124.48082733154295,129.41786193847656,311.4832458496094,311.483154296875,317.6392822265625,311.7444763183594,311.9960327148437
164.2680511474609,112.9350814819336,112.2719268798828,124.50224304199217,129.51441955566406,308.5126037597656,308.51251220703125,314.4625244140625,308.7445068359375,309.00164794921875
164.37255859375,112.99081420898436,112.31706237792967,124.52243041992188,129.60903930664062,305.5966491699219,305.5965576171875,311.35675048828125,305.8084716796875,306.0665588378906
164.47372436523435,113.04666900634764,112.36228942871092,124.54142761230467,129.7017822265625,302.7344970703125,302.73440551757807,308.3193359375,302.93475341796875,303.18914794921875
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
